Date,Fob,Fob.ln,Fob.ma9,Fob.ma9.res,Fob.ma9.res.lag1,Fob.ln.ma9,Fob.ln.ma9.res,Fob.ln.ma9.res.lag1,Fob.dif7,Fob.dif7.lag1,Fob.ln.dif7,Fob.ln.dif7.lag1,Card,Card.ln,Card.ma9,Card.ma9.res,Card.ma9.res.lag1,Card.ln.ma9,Card.ln.ma9.res,Card.ln.ma9.res.lag1,Card.dif7,Card.dif7.lag1,Card.ln.dif7,Card.ln.dif7.lag1,Max.air.temp,Max.air.temp.ln,Max.air.temp.ma9,Max.air.temp.ma9.res,Max.air.temp.ma9.res.lag1,Max.air.temp.ma9.res.lead1,Max.air.temp.ln.ma9,Max.air.temp.ln.ma9.res,Max.air.temp.ln.ma9.res.lag1,Max.air.temp.ln.ma9.res.lead1,Max.air.temp.dif7,Max.air.temp.dif7.lag1,Max.air.temp.dif7.lead1,Max.air.temp.ln.dif7,Max.air.temp.ln.dif7.lag1,Max.air.temp.ln.dif7.lead1,Percip,Percip.light,Percip.light.lag1,Percip.light.lead1,Percip.heavy,Percip.heavy.lag1,Percip.heavy.lead1,Percip.dif7,Percip.dif7.lag1,Percip.dif7.lead1,Rel.humid,Rel.humid.ln,Rel.humid.ma9,Rel.humid.ma9.res,Rel.humid.ma9.res.lag1,Rel.humid.ma9.res.lead1,Rel.humid.ln.ma9,Rel.humid.ln.ma9.res,Rel.humid.ln.ma9.res.lag1,Rel.humid.ln.ma9.res.lead1,Rel.humid.dif7,Rel.humid.dif7.lag1,Rel.humid.dif7.lead1,Rel.humid.ln.dif7,Rel.humid.ln.dif7.lag1,Rel.humid.ln.dif7.lead1,Avg.wind,Avg.wind.ln,Avg.wind.ma9,Avg.wind.ma9.res,Avg.wind.ma9.res.lag1,Avg.wind.ma9.res.lead1,Avg.wind.ln.ma9,Avg.wind.ln.ma9.res,Avg.wind.ln.ma9.res.lag1,Avg.wind.ln.ma9.res.lead1,Avg.wind.dif7,Avg.wind.dif7.lag1,Avg.wind.dif7.lead1,Avg.wind.ln.dif7,Avg.wind.ln.dif7.lag1,Avg.wind.ln.dif7.lead1,Daylight,Daylight.ln,Daylight.ma9,Daylight.ma9.res,Daylight.ma9.res.lag1,Daylight.ma9.res.lead1,Daylight.ln.ma9,Daylight.ln.ma9.res,Daylight.ln.ma9.res.lag1,Daylight.ln.ma9.res.lead1,Daylight.dif7,Daylight.dif7.lag1,Daylight.dif7.lead1,Daylight.ln.dif7,Daylight.ln.dif7.lag1,Daylight.ln.dif7.lead1,Ozone.mean,Ozone.mean.ln,Ozone.mean.ma9,Ozone.mean.ma9.res,Ozone.mean.ma9.res.lag1,Ozone.mean.ma9.res.lead1,Ozone.mean.ln.ma9,Ozone.mean.ln.ma9.res,Ozone.mean.ln.ma9.res.lag1,Ozone.mean.ln.ma9.res.lead1,Ozone.mean.dif7,Ozone.mean.dif7.lag1,Ozone.mean.dif7.lead1,Ozone.mean.ln.dif7,Ozone.mean.ln.dif7.lag1,Ozone.mean.ln.dif7.lead1,NOX.mean,NOX.mean.ln,NOX.mean.ma9,NOX.mean.ma9.res,NOX.mean.ma9.res.lag1,NOX.mean.ma9.res.lead1,NOX.mean.ln.ma9,NOX.mean.ln.ma9.res,NOX.mean.ln.ma9.res.lag1,NOX.mean.ln.ma9.res.lead1,NOX.mean.dif7,NOX.mean.dif7.lag1,NOX.mean.dif7.lead1,NOX.mean.ln.dif7,NOX.mean.ln.dif7.lag1,NOX.mean.ln.dif7.lead1,PM10.mean,PM10.mean.ln,PM10.mean.ma9,PM10.mean.ma9.res,PM10.mean.ma9.res.lag1,PM10.mean.ma9.res.lead1,PM10.mean.ln.ma9,PM10.mean.ln.ma9.res,PM10.mean.ln.ma9.res.lag1,PM10.mean.ln.ma9.res.lead1,PM10.mean.dif7,PM10.mean.dif7.lag1,PM10.mean.dif7.lead1,PM10.mean.ln.dif7,PM10.mean.ln.dif7.lag1,PM10.mean.ln.dif7.lead1,Bank.hol,Red.Alert,Purple.Alert
11/09/2017,12666,9.446676517,12723.66667,-0.004532237,-0.09634381,9.412222967,0.003660511,-0.011329958,-40,-66,-0.003153085,-0.013956666,8138,9.004299729,12199.77778,-0.332938669,-0.26198757,9.356741466,-0.037667145,-0.02834473,-2127,-257,-0.232195601,-0.019484336,17.15,2.841998174,18.76666667,-0.086145648,-0.137659187,-0.07855412,2.922075238,-0.027404176,-0.047579874,-0.02339273,-2.65,-1.7,-2.35,-0.143683764,-0.102190941,-0.130197439,2.6,1,1,1,0,0,0,-2,0.2,1.8,77.23333333,4.346831143,77.65925926,-0.005484548,0.13858256,-0.012966516,4.345462964,0.000314852,0.032752678,-0.002120429,-12.86666667,6.37916667,-8.01666667,-0.154089022,0.078301963,-0.10027139,15.375,2.732742814,8.583333334,0.791262136,0.652255639,0.592964824,2.062584239,0.324912099,0.290961216,0.254144497,7.708333333,4.249999997,3,0.695860886,0.427899181,0.257643563,46484,10.74686345,46435.44444,0.001045657,0.001131012,0.000971492,10.7417484,0.000476184,0.000479133,0.000474299,-1623,-1620,-1625,-0.034319529,-0.034089189,-0.03453125,32,3.465735903,,,-0.25,,,,-0.067581102,,13,-18,6,0.521296924,-0.526093096,0.207639365,36,3.583518938,,,-0.02173913,,,,0.024747026,,-2,8,-3,-0.054067221,0.259511195,-0.09531018,10,2.302585093,,,,,,,,,1,-3,2,0.105360516,-0.287682072,0.251314428,0,0,0
12/09/2017,14832,9.604542288,15001.88889,-0.0113245,-0.004532237,9.612364517,-0.000813767,0.003660511,552,-40,0.037927052,-0.003153085,10012,9.211539653,12375.44444,-0.190978551,-0.332938669,9.411706821,-0.021267892,-0.037667145,-493,-2127,-0.048066961,-0.232195601,16.9,2.827313622,18.34074074,-0.07855412,-0.086145648,-0.042053637,2.895036427,-0.02339273,-0.027404176,-0.012566553,-2.35,-2.65,-0.86666667,-0.130197439,-0.143683764,-0.049723436,2.8,1,1,1,0,0,0,1.8,-2,3.4,76.00833333,4.330842983,77.0068438,-0.012966516,-0.005484548,-0.122372393,4.340045743,-0.002120429,0.000314852,-0.029193642,-8.01666667,-12.86666667,-4.40163043,-0.10027139,-0.154089022,-0.0635936,13.20833333,2.580847943,8.291666666,0.592964824,0.791262136,0.724651163,2.057855334,0.254144497,0.324912099,0.272528707,3,7.708333333,6.5,0.257643563,0.695860886,0.475845905,46251,10.74183836,46206.11111,0.000971492,0.001045657,0.000879675,10.73674593,0.000474299,0.000476184,0.00047074,-1625,-1623,-1628,-0.03453125,-0.034319529,-0.034766799,32,3.465735903,,,,,,,,,6,13,22,0.207639365,0.521296924,0.902867712,30,3.401197382,,,,,,,,,-3,-2,-45,-0.09531018,-0.054067221,-0.795801335,9,2.197224577,,,,-0.523529412,,,,-0.221329314,2,1,-11,0.251314428,0.105360516,-0.798507696,0,0,0
13/09/2017,14901,9.609183604,14765.55556,0.009173,-0.0113245,9.592708775,0.001717432,-0.000813767,-840,552,-0.054840449,0.037927052,10252,9.235228087,11474.88889,-0.10657087,-0.190978551,9.324976672,-0.009624537,-0.021267892,-2390,-493,-0.209551796,-0.048066961,17,2.833213344,17.7462963,-0.042053637,-0.07855412,-0.078586878,2.86927018,-0.012566553,-0.02339273,-0.026890698,-0.86666667,-2.35,-1.33333333,-0.049723436,-0.130197439,-0.077408068,3.4,1,1,0,0,0,0,3.4,1.8,0,67.0375,4.205252164,76.38490338,-0.122372393,-0.012966516,-0.036710567,4.331710573,-0.029193642,-0.002120429,-0.008214227,-4.40163043,-8.01666667,-0.74166666,-0.0635936,-0.10027139,-0.010135607,17.16666667,2.842969519,9.953703705,0.724651163,0.592964824,0.274528758,2.234110321,0.272528707,0.254144497,0.122534668,6.5,3,2.874999997,0.475845905,0.257643563,0.268526557,46017,10.73676617,45976.55556,0.000879675,0.000971492,0.000816089,10.73171432,0.00047074,0.000474299,0.000469844,-1628,-1625,-1629,-0.034766799,-0.03453125,-0.034961768,37,3.610917913,,,,,,,,,22,6,-4,0.902867712,0.207639365,-0.191055237,37,3.610917913,,,,,,,,,-45,-3,22,-0.795801335,-0.09531018,0.377294231,9,2.197224577,18.88888889,-0.523529412,,,2.821763572,-0.221329314,,,-11,2,-14,-0.798507696,0.251314428,-1.098612289,0,0,0
14/09/2017,14841,9.6051489,14700.33333,0.009568944,0.009173,9.592001179,0.001370696,0.001717432,-546,-840,-0.036129376,-0.054840449,10918,9.298168082,12214.77778,-0.106164664,-0.10657087,9.405758987,-0.011438833,-0.009624537,-1565,-2390,-0.133954915,-0.209551796,16.56666667,2.807392645,17.97962963,-0.078586878,-0.042053637,-0.180286962,2.884971542,-0.026890698,-0.012566553,-0.066493185,-1.33333333,-0.86666667,-3.2,-0.077408068,-0.049723436,-0.198176929,0,0,1,1,0,0,0,0,3.4,-6.4,72.80416667,4.287773188,75.5787037,-0.036710567,-0.122372393,-0.006433879,4.323285637,-0.008214227,-0.029193642,-0.000631401,-0.74166666,-4.40163043,-6.79166666,-0.010135607,-0.0635936,-0.08490703,12.20833333,2.502118778,9.578703703,0.274528758,0.724651163,-0.196239718,2.228990204,0.122534668,0.272528707,-0.081634537,2.874999997,6.5,-4.291666667,0.268526557,0.475845905,-0.517383024,45784,10.73168996,45746.66667,0.000816089,0.000879675,0.000734775,10.72665011,0.000469844,0.00047074,0.000467192,-1629,-1628,-1631,-0.034961768,-0.034766799,-0.035180645,19,2.944438979,,,,,,,,,-4,22,-12,-0.191055237,0.902867712,-0.737598943,70,4.248495242,,,,,,,,,22,-45,34,0.377294231,-0.795801335,0.603916047,7,1.945910149,,,-0.523529412,,,,-0.221329314,,-14,-11,1,-1.098612289,-0.798507696,0.117783036,0,0,0
15/09/2017,13036,9.47547004,12660.22222,0.029681768,0.009568944,9.438434926,0.003923862,0.001370696,3077,-546,0.269238096,-0.036129376,11781,9.374243343,12804,-0.079896907,-0.106164664,9.436522861,-0.006599838,-0.011438833,3570,-1565,0.361013346,-0.133954915,14.6,2.681021529,17.81111111,-0.180286962,-0.078586878,-0.2121648,2.871989239,-0.066493185,-0.026890698,-0.079525735,-3.2,-1.33333333,-2.75,-0.198176929,-0.077408068,-0.177025869,0.2,1,0,1,0,0,0,-6.4,0,0.6,76.64166667,4.33914088,77.13796296,-0.006433879,-0.036710567,0.097054149,4.341882349,-0.000631401,-0.008214227,0.022564723,-6.79166666,-0.74166666,2.28333333,-0.08490703,-0.010135607,0.0285332,6.333333333,1.84582669,7.87962963,-0.196239718,0.274528758,-0.29498164,2.009904298,-0.081634537,0.122534668,-0.137269064,-4.291666667,2.874999997,-3.458333334,-0.517383024,0.268526557,-0.49982787,45550,10.7265659,45516.55556,0.000734775,0.000816089,0.000655091,10.72155688,0.000467192,0.000469844,0.000464747,-1631,-1629,-1633,-0.035180645,-0.034961768,-0.035401735,11,2.397895273,,,,-0.544303797,,,,-0.225889399,-12,-4,-1,-0.737598943,-0.191055237,-0.080042708,75,4.317488114,,,,0.258293839,,,,0.075357362,34,22,-22,0.603916047,0.377294231,-0.316911711,9,2.197224577,,,,-0.27027027,,,,-0.109207855,1,-14,1,0.117783036,-1.098612289,0.117783036,0,0,0
16/09/2017,5965,8.693664335,6144.888889,-0.029274555,0.029681768,8.719795601,-0.002996775,0.003923862,-218,3077,-0.035894535,0.269238096,15635,9.65726727,18597.88889,-0.159313184,-0.079896907,9.822465199,-0.016818378,-0.006599838,-1595,3570,-0.09714006,0.361013346,14.2,2.653241965,18.02407407,-0.2121648,-0.180286962,-0.178791615,2.882472726,-0.079525735,-0.066493185,-0.065209462,-2.75,-3.2,-1,-0.177025869,-0.198176929,-0.065382759,0.6,1,1,1,0,0,0,0.6,-6.4,-0.6,81.17083333,4.396555987,73.98981481,0.097054149,-0.006433879,0.015911394,4.299538103,0.022564723,-0.000631401,0.004875145,2.28333333,-6.79166666,-5.33333333,0.0285332,-0.08490703,-0.065037137,5.333333333,1.673976434,7.564814815,-0.29498164,-0.196239718,-0.391891892,1.940322716,-0.137269064,-0.081634537,-0.224859018,-3.458333334,-4.291666667,-7.624999997,-0.49982787,-0.517383024,-0.979692243,45316,10.72141545,45286.33333,0.000655091,0.000734775,0.0005598,10.71643502,0.000464747,0.000467192,0.000460863,-1633,-1631,-1636,-0.035401735,-0.035180645,-0.035647252,12,2.48490665,26.33333333,-0.544303797,,-0.275167785,3.210015012,-0.225889399,,-0.080144202,-1,-12,-2,-0.080042708,-0.737598943,-0.080042708,59,4.077537444,46.88888889,0.258293839,,0.135135135,3.791797581,0.075357362,,0.064435509,-22,34,7,-0.316911711,0.603916047,0.182321557,9,2.197224577,12.33333333,-0.27027027,,-0.414634146,2.466596265,-0.109207855,,-0.166347263,1,1,-1,0.117783036,0.117783036,-0.117783036,0,0,0
17/09/2017,5423,8.598404447,5284.666667,0.026176359,-0.029274555,8.566548882,0.0037186,-0.002996775,727,-218,0.143938085,-0.035894535,15466,9.646399345,17416.66667,-0.112,-0.159313184,9.741428215,-0.009755127,-0.016818378,2404,-1595,0.168936815,-0.09714006,14.8,2.694627181,18.02222222,-0.178791615,-0.2121648,-0.155244338,2.882599975,-0.065209462,-0.079525735,-0.054707676,-1,-2.75,-1.4,-0.065382759,-0.177025869,-0.085157808,0.2,1,1,1,0,0,0,-0.6,0.6,-0.2,79.36666667,4.374078465,78.12361111,0.015911394,0.097054149,-0.027332128,4.352857652,0.004875145,0.022564723,-0.005315773,-5.33333333,2.28333333,-0.04583333,-0.065037137,0.0285332,-0.000593616,4.583333333,1.522426535,7.537037037,-0.391891892,-0.29498164,-0.33640553,1.964064049,-0.224859018,-0.137269064,-0.15427368,-7.624999997,-3.458333334,-9.375,-0.979692243,-0.49982787,-0.940983344,45081,10.71621615,45055.77778,0.0005598,0.000655091,0.000488318,10.71127971,0.000460863,0.000464747,0.000459173,-1636,-1633,-1637,-0.035647252,-0.035401735,-0.035851471,24,3.17805383,33.11111111,-0.275167785,-0.544303797,,3.454947871,-0.080144202,-0.225889399,,-2,-1,-17,-0.080042708,-0.080042708,-0.757685702,42,3.737669618,37,0.135135135,0.258293839,,3.51141012,0.064435509,0.075357362,,7,-22,29,0.182321557,-0.316911711,0.590868331,8,2.079441542,13.66666667,-0.414634146,-0.27027027,,2.494373795,-0.166347263,-0.109207855,,-1,1,3,-0.117783036,0.117783036,0.262364264,0,0,0
18/09/2017,14506,9.582317636,13004.11111,0.115493391,0.026176359,9.431623781,0.015977509,0.0037186,1840,727,0.135641119,0.143938085,9607,9.170247278,11774.55556,-0.1840881,-0.112,9.325227576,-0.016619465,-0.009755127,1469,2404,0.16594755,0.168936815,15.75,2.756840365,18.64444444,-0.155244338,-0.178791615,-0.213849716,2.916389243,-0.054707676,-0.065209462,-0.079474431,-1.4,-1,-3.06666667,-0.085157808,-0.065382759,-0.200232484,2.4,1,1,1,0,0,0,-0.2,-0.6,-1.4,77.1875,4.346237527,79.35648148,-0.027332128,0.015911394,0.049561695,4.369464609,-0.005315773,0.004875145,0.011753403,-0.04583333,-5.33333333,5.3875,-0.000593616,-0.065037137,0.068481101,6,1.791759469,9.041666667,-0.33640553,-0.391891892,-0.456043956,2.118604359,-0.15427368,-0.224859018,-0.26629452,-9.375,-7.624999997,-8.624999997,-0.940983344,-0.979692243,-1.058421408,44847,10.71101198,44825.11111,0.000488318,0.0005598,0.000403642,10.70609603,0.000459173,0.000460863,0.000456269,-1637,-1636,-1639,-0.035851471,-0.035647252,-0.036080204,15,2.708050201,,,-0.275167785,,,,-0.080144202,,-17,-2,-17,-0.757685702,-0.080042708,-0.757685702,65,4.17438727,,,0.135135135,,,,0.064435509,,29,7,31,0.590868331,0.182321557,0.709676483,13,2.564949357,,,-0.414634146,,,,-0.166347263,,3,-1,3,0.262364264,-0.117783036,0.287682072,0,0,0
19/09/2017,15862,9.671681591,15265.88889,0.039048569,0.115493391,9.629916851,0.004336978,0.015977509,1030,1840,0.067139303,0.135641119,11040,9.30928032,11774,-0.062340751,-0.1840881,9.367255872,-0.006189171,-0.016619465,1028,1469,0.097740667,0.16594755,13.83333333,2.627081138,17.5962963,-0.213849716,-0.155244338,-0.03362256,2.853892632,-0.079474431,-0.054707676,-0.009596804,-3.06666667,-1.4,-0.5,-0.200232484,-0.085157808,-0.029852963,1.4,1,1,0,0,0,0,-1.4,-0.2,-3.4,81.39583333,4.399324084,77.55221417,0.049561695,-0.027332128,0.059414535,4.348217728,0.011753403,-0.005315773,0.01407897,5.3875,-0.04583333,16.09583333,0.068481101,-0.000593616,0.21519358,4.583333333,1.522426535,8.425925925,-0.456043956,-0.33640553,-0.268991878,2.074983187,-0.26629452,-0.15427368,-0.106551313,-8.624999997,-9.375,-10.08333334,-1.058421408,-0.940983344,-0.885224913,44612,10.70575816,44594,0.000403642,0.000488318,0.000340625,10.70087568,0.000456269,0.000459173,0.000455335,-1639,-1637,-1639,-0.036080204,-0.035851471,-0.036267042,15,2.708050201,,,,0.202970297,,,,0.112409141,-17,-17,-10,-0.757685702,-0.757685702,-0.315081047,61,4.110873864,,,,-0.284294235,,,,-0.062819018,31,29,3,0.709676483,0.590868331,0.077961541,12,2.48490665,,,,-0.357142857,,,,-0.101875877,3,3,5,0.287682072,0.262364264,0.441832752,0,0,0
20/09/2017,15612,9.655795128,14700.55556,0.06200068,0.039048569,9.587961969,0.007074826,0.004336978,711,1030,0.046611525,0.067139303,11725,9.369478593,10642.11111,0.101755082,-0.062340751,9.250508456,0.012860929,-0.006189171,1473,1028,0.134250506,0.097740667,16.5,2.803360381,17.07407407,-0.03362256,-0.213849716,-0.034585506,2.83052437,-0.009596804,-0.079474431,-0.011697495,-0.5,-3.06666667,0.23333333,-0.029852963,-0.200232484,0.013986242,0,0,1,1,0,0,0,-3.4,-1.4,0.8,83.13333333,4.420445745,78.47101449,0.059414535,0.049561695,0.049122175,4.359074466,0.01407897,0.011753403,0.011927669,16.09583333,5.3875,8.11666666,0.21519358,0.068481101,0.105698122,7.083333333,1.957744607,9.689814816,-0.268991878,-0.456043956,-0.088721804,2.19122221,-0.106551313,-0.26629452,-0.027780095,-10.08333334,-8.624999997,-3.791666663,-0.885224913,-1.058421408,-0.371904911,44378,10.70049913,44362.88889,0.000340625,0.000403642,0.000256807,10.69562904,0.000455335,0.000456269,0.00045246,-1639,-1639,-1641,-0.036267042,-0.036080204,-0.036500321,27,3.295836866,22.44444444,0.202970297,,0.244239631,2.962791967,0.112409141,,0.076188973,-10,-17,11,-0.315081047,-0.757685702,0.456758402,40,3.688879454,55.88888889,-0.284294235,,-0.09010989,3.936144165,-0.062819018,,-0.017969929,3,31,-24,0.077961541,0.709676483,-0.419853846,14,2.63905733,21.77777778,-0.357142857,,-0.093023256,2.938410474,-0.101875877,,-0.006242841,5,3,6,0.441832752,0.287682072,0.619039208,0,0,0
21/09/2017,14233,9.563318491,15005.22222,-0.051463565,0.06200068,9.614329051,-0.005305681,0.007074826,-608,711,-0.041830409,0.046611525,10017,9.212038929,11783.33333,-0.14990099,0.101755082,9.365616587,-0.01639803,0.012860929,-901,1473,-0.086129154,0.134250506,16.8,2.821378886,17.40185185,-0.034585506,-0.03362256,-0.009913655,2.854772575,-0.011697495,-0.009596804,-0.00060086,0.23333333,-0.5,2.6,0.013986242,-0.029852963,0.163887855,0.8,1,0,1,0,0,0,0.8,-3.4,0,80.92083333,4.39347131,77.13194444,0.049122175,0.059414535,-0.008904175,4.341685127,0.011927669,0.01407897,-0.001203322,8.11666666,16.09583333,-0.06666667,0.105698122,0.21519358,-0.000870227,8.416666667,2.130213867,9.23611111,-0.088721804,-0.268991878,-0.187969925,2.191082342,-0.027780095,-0.106551313,-0.073426257,-3.791666663,-10.08333334,0.166666667,-0.371904911,-0.885224913,0.025975486,44143,10.69518964,44131.66667,0.000256807,0.000340625,0.000169575,10.69035268,0.00045246,0.000455335,0.000449172,-1641,-1639,-1642,-0.036500321,-0.036267042,-0.036714088,30,3.401197382,24.11111111,0.244239631,0.202970297,-0.064356436,3.16040906,0.076188973,0.112409141,-0.005671065,11,-10,10,0.456758402,-0.315081047,0.646627165,46,3.828641396,50.55555556,-0.09010989,-0.284294235,0.228915663,3.898700773,-0.017969929,-0.062819018,0.070464957,-24,3,-7,-0.419853846,0.077961541,-0.097980408,13,2.564949357,14.33333333,-0.093023256,-0.357142857,-0.068965517,2.58106252,-0.006242841,-0.101875877,-0.017579185,6,5,3,0.619039208,0.441832752,0.287682072,0,0,0
22/09/2017,14044,9.549950537,12939.66667,0.085344805,-0.051463565,9.461398151,0.009359334,-0.005305681,1008,-608,0.074480497,-0.041830409,14415,9.57602461,12761.44444,0.129574325,-0.14990099,9.432722378,0.015192033,-0.01639803,2634,-901,0.201781267,-0.086129154,17.2,2.844909384,17.37222222,-0.009913655,-0.034585506,0.0127829,2.846619805,-0.00060086,-0.011697495,0.00789107,2.6,0.23333333,3.7,0.163887855,0.013986242,0.231558748,0.2,1,1,0,0,0,0,0,0.8,-0.6,76.575,4.338270653,77.26296296,-0.008904175,0.049122175,-0.086324244,4.343497278,-0.001203322,0.011927669,-0.020066767,-0.06666667,8.11666666,-12.49583333,-0.000870227,0.105698122,-0.167170755,6.5,1.871802177,8.00462963,-0.187969925,-0.088721804,-0.168067227,2.020132981,-0.073426257,-0.027780095,-0.046957343,0.166666667,-3.791666663,1.083333334,0.025975486,-0.371904911,0.184922339,43908,10.68985181,43900.55556,0.000169575,0.000256807,0.000104319,10.68505239,0.000449172,0.00045246,0.000448023,-1642,-1641,-1642,-0.036714088,-0.036500321,-0.036907212,21,3.044522438,22.44444444,-0.064356436,0.244239631,0,3.061886596,-0.005671065,0.076188973,0.027549848,10,11,17,0.646627165,0.456758402,0.88238918,68,4.219507705,55.33333333,0.228915663,-0.09010989,-0.069767442,3.941752299,0.070464957,-0.017969929,0.011577982,-7,-24,-19,-0.097980408,-0.419853846,-0.38865799,12,2.48490665,12.88888889,-0.068965517,-0.093023256,-0.068965517,2.52937093,-0.017579185,-0.006242841,-0.010646912,3,6,3,0.287682072,0.619039208,0.287682072,0,0,0
23/09/2017,6370,8.759354749,6185.111111,0.029892574,0.085344805,8.726789431,0.003731649,0.009359334,405,1008,0.065690414,0.074480497,19174,9.861310474,17915,0.070276305,0.129574325,9.778351471,0.008483946,0.015192033,3539,2634,0.204043204,0.201781267,17.9,2.884800713,17.67407407,0.0127829,-0.009913655,0.132526282,2.862214775,0.00789107,-0.00060086,0.048070689,3.7,2.6,4.95,0.231558748,0.163887855,0.288526311,0,0,1,0,0,0,0,-0.6,0,-0.2,68.675,4.229385232,75.16342592,-0.086324244,-0.008904175,-0.089964779,4.315993261,-0.020066767,-0.001203322,-0.020334371,-12.49583333,-0.06666667,-8.67083334,-0.167170755,-0.000870227,-0.115691828,6.416666667,1.858898772,7.712962963,-0.168067227,-0.187969925,-0.111480865,1.950488531,-0.046957343,-0.073426257,-0.014343314,1.083333334,0.166666667,2.833333334,0.184922339,0.025975486,0.481303185,43674,10.68450824,43669.44444,0.000104319,0.000169575,2.05E-05,10.67972347,0.000448023,0.000449172,0.000445082,-1642,-1642,-1642,-0.036907212,-0.036714088,-0.037103217,29,3.36729583,29,0,-0.064356436,0.07641196,3.277014576,0.027549848,-0.005671065,0.034477643,17,10,12,0.88238918,0.646627165,0.405465108,40,3.688879454,43,-0.069767442,0.228915663,0.034482759,3.646658508,0.011577982,0.070464957,0.035614903,-19,-7,-2,-0.38865799,-0.097980408,-0.048790164,12,2.48490665,12.88888889,-0.068965517,-0.068965517,0.725,2.511647944,-0.010646912,-0.017579185,0.275114643,3,3,15,0.287682072,0.287682072,1.056052674,0,0,0
24/09/2017,5800,8.665613197,5331.444444,0.087885293,0.029892574,8.575884734,0.010462881,0.003731649,377,405,0.06720875,0.065690414,21611,9.980957723,16948.22222,0.27511899,0.070276305,9.708217318,0.028093768,0.008483946,6145,3539,0.334558378,0.204043204,19.75,2.983153491,17.43888889,0.132526282,0.0127829,-0.021205695,2.846328517,0.048070689,0.00789107,-0.003403962,4.95,3.7,2.2,0.288526311,0.231558748,0.13074975,0,0,0,1,0,0,0,-0.2,-0.6,-0.8,70.69583333,4.258386637,77.68472222,-0.089964779,-0.086324244,0.050036882,4.346775585,-0.020334371,-0.020066767,0.012128252,-8.67083334,-12.49583333,5.85,-0.115691828,-0.167170755,0.073054786,7.416666667,2.00372972,8.347222222,-0.111480865,-0.168067227,-0.294742164,2.032888072,-0.014343314,-0.046957343,-0.125853003,2.833333334,1.083333334,0.458333333,0.481303185,0.184922339,0.073611817,43439,10.67911293,43438.11111,2.05E-05,0.000104319,-6.94E-05,10.67436196,0.000445082,0.000448023,0.000441568,-1642,-1642,-1643,-0.037103217,-0.036907212,-0.037323613,36,3.583518938,33.44444444,0.07641196,0,-0.56097561,3.464085438,0.034477643,0.027549848,-0.217680652,12,17,-3,0.405465108,0.88238918,-0.223143551,40,3.688879454,38.66666667,0.034482759,-0.069767442,0.440835267,3.562018512,0.035614903,0.011577982,0.108799546,-2,-19,4,-0.048790164,-0.38865799,0.059719235,23,3.135494216,13.33333333,0.725,-0.068965517,0.954285714,2.458990047,0.275114643,-0.010646912,0.283792429,15,3,25,1.056052674,0.287682072,1.072636802,0,0,0
25/09/2017,13534,9.512960317,13288.11111,0.018504428,0.087885293,9.453924038,0.006244632,0.010462881,-972,377,-0.069357319,0.06720875,10181,9.228278517,11749,-0.133458167,0.27511899,9.322713395,-0.010129549,0.028093768,574,6145,0.058031239,0.334558378,17.95,2.887590115,18.33888889,-0.021205695,0.132526282,0.098451682,2.897452936,-0.003403962,0.048070689,0.037510513,2.2,4.95,5.21666667,0.13074975,0.288526311,0.319985963,1.6,1,0,0,0,0,0,-0.8,-0.2,-1.4,83.0375,4.419292313,79.08055556,0.050036882,-0.089964779,0.007568422,4.366336286,0.012128252,-0.020334371,0.002444563,5.85,-8.67083334,-2.875,0.073054786,-0.115691828,-0.035960102,6.458333333,1.865371287,9.157407408,-0.294742164,-0.111480865,-0.408141962,2.133933186,-0.125853003,-0.014343314,-0.219300947,0.458333333,2.833333334,0.666666667,0.073611817,0.481303185,0.135801541,43204,10.67368836,43207,-6.94E-05,2.05E-05,-0.000155127,10.66897728,0.000441568,0.000445082,0.000438423,-1643,-1642,-1643,-0.037323613,-0.037103217,-0.037523956,12,2.48490665,27.33333333,-0.56097561,0.07641196,-0.55,3.176332858,-0.217680652,0.034477643,-0.235536847,-3,12,-4,-0.223143551,0.405465108,-0.310154928,69,4.234106505,47.88888889,0.440835267,0.034482759,0.527906977,3.818640186,0.108799546,0.035614903,0.135080486,4,-2,12,0.059719235,-0.048790164,0.179585577,38,3.63758616,19.44444444,0.954285714,0.725,1.571428571,2.833469086,0.283792429,0.275114643,0.420665145,25,15,30,1.072636802,1.056052674,1.252762968,0,0,0
